acct,area,vmail,day.mins,day.calls,day.charge,intl.mins,intl.calls,intl.charge,churn
2431,415,yes,128.1,99,21.78,15.6,3,4.21,No
2432,415,yes,171.2,104,29.1,10.2,4,2.75,No
2433,510,no,109,88,18.53,13.3,3,3.59,Yes
2434,415,no,220,114,37.4,12.1,3,3.27,No
2435,415,no,55.6,65,9.45,11.3,4,3.05,No
2436,415,yes,286.6,79,48.72,10.3,6,2.78,No
2437,510,no,207.6,96,35.29,13.3,2,3.59,No
2438,415,yes,109.6,108,18.63,8.3,4,2.24,Yes
2439,415,no,197.2,113,33.52,11,5,2.97,No
2440,415,no,175.7,120,29.87,14.6,4,3.94,No
2441,510,no,205.2,115,34.88,7,6,1.89,No
2442,408,yes,193.1,104,32.83,12.1,4,3.27,No
2443,510,yes,232.6,121,39.54,4.7,3,1.27,No
2444,415,no,102.7,89,17.46,11,5,2.97,No
2445,415,yes,263.1,70,44.73,9.7,4,2.62,No
2446,408,no,197,79,33.49,11.6,5,3.13,No
2447,408,no,169.3,90,28.78,11.6,6,3.13,No
2448,415,no,201.5,123,34.26,12.9,4,3.48,No
2449,415,no,251,119,42.67,13.8,3,3.73,No
2450,415,no,230.4,117,39.17,7.6,6,2.05,No
2451,510,no,109.8,120,18.67,11.9,6,3.21,No
2452,415,no,279.5,118,47.52,10.7,4,2.89,Yes
2453,415,no,173.4,107,29.48,13.7,6,3.7,No
2454,415,yes,214.4,93,36.45,10,8,2.7,No
2455,415,no,96.1,103,16.34,9.7,4,2.62,No
2456,408,no,101.4,145,17.24,7.1,6,1.92,No
2457,415,no,232.5,74,39.53,10.4,6,2.81,No
2458,415,yes,174.5,120,29.67,12.2,2,3.29,No
2459,408,yes,224,126,38.08,8.8,4,2.38,No
2460,415,no,211.1,99,35.89,14.7,7,3.97,No
2461,415,no,109.2,96,18.56,9.8,5,2.65,No
2462,408,no,220,95,37.4,11.5,5,3.11,No
2463,415,no,181.4,98,30.84,10.9,4,2.94,No
2464,415,yes,180.7,82,30.72,10.1,4,2.73,No
2465,408,yes,96.5,109,16.41,9.4,2,2.54,No
2466,415,no,183.5,93,31.2,8.3,5,2.24,No
2467,408,yes,107.9,90,18.34,10.5,2,2.84,No
2468,510,no,161,96,27.37,7.7,6,2.08,No
2469,510,yes,146.8,128,24.96,4.3,2,1.16,Yes
2470,510,no,149.2,146,25.36,8.3,2,2.24,No
2471,415,no,227.8,124,38.73,5.6,4,1.51,No
2472,415,yes,160.3,87,27.25,7.4,3,2,No
2473,415,no,137.8,120,23.43,10.2,6,2.75,Yes
2474,408,yes,141.7,87,24.09,8.5,7,2.3,No
2475,510,yes,196.4,115,33.39,9.3,1,2.51,No
2476,408,no,175.2,74,29.78,5.3,3,1.43,No
2477,408,no,146.8,133,24.96,9.9,3,2.67,No
2478,415,no,173.9,111,29.56,9.1,7,2.46,No
2479,415,yes,305.2,80,51.88,13.2,7,3.56,No
2480,510,yes,162.3,91,27.59,11.7,2,3.16,Yes
2481,415,no,150,106,25.5,10.3,7,2.78,No
2482,415,no,197.5,114,33.58,11.3,4,3.05,No
2483,408,no,240.2,67,40.83,10.2,6,2.75,No
2484,510,yes,186.2,117,31.65,12.9,3,3.48,No
2485,415,yes,116.9,127,19.87,12.3,2,3.32,No
2486,415,yes,236.7,95,40.24,12,4,3.24,No
2487,408,no,173.2,93,29.44,5.4,3,1.46,No
2488,510,no,152.2,114,25.87,9.8,3,2.65,No
2489,415,no,181.3,135,30.82,6.7,2,1.81,No
2490,408,no,167.8,72,28.53,10.5,6,2.84,Yes
2491,510,no,175.4,125,29.82,9.8,9,2.65,No
2492,415,no,87.6,112,14.89,9.8,10,2.65,No
2493,415,no,203.3,45,34.56,8.5,6,2.3,No
2494,415,no,92.6,95,15.74,11.3,3,3.05,Yes
2495,415,yes,262.9,135,44.69,8.1,4,2.19,No
2496,408,no,160.8,91,27.34,8.5,3,2.3,No
2497,408,yes,141.8,116,24.11,7.8,3,2.11,No
2498,408,yes,50.6,62,8.6,4.2,4,1.13,No
2499,415,no,134.9,59,22.93,10.2,5,2.75,No
2500,415,no,252.1,110,42.86,13.8,3,3.73,No
2501,415,yes,215.5,95,36.64,9.6,3,2.59,No
2502,415,no,124.8,66,21.22,13.4,4,3.62,No
2503,408,no,178.7,114,30.38,16.4,5,4.43,No
2504,415,no,183.2,131,31.14,9.9,5,2.67,No
2505,415,no,167.5,96,28.48,13,1,3.51,No
2506,510,no,147.1,105,25.01,12.5,9,3.38,No
2507,415,no,230.1,107,39.12,13.2,4,3.56,No
2508,408,no,135.8,125,23.09,12.6,3,3.4,No
2509,510,yes,205.7,98,34.97,8.7,3,2.35,No
2510,408,no,73.8,105,12.55,10.9,3,2.94,No
2511,408,no,189.3,119,32.18,10,1,2.7,No
2512,408,no,147.2,115,25.02,7.2,6,1.94,No
2513,408,yes,137.3,95,23.34,10.2,3,2.75,No
2514,510,no,70.7,125,12.02,0,0,0,No
2515,408,no,204.6,117,34.78,10.7,5,2.89,No
2516,510,no,123.1,88,20.93,12,2,3.24,Yes
2517,510,yes,129.7,115,22.05,12.2,3,3.29,No
2518,415,no,198.7,70,33.78,12.4,4,3.35,No
2519,415,no,145.1,116,24.67,7.9,5,2.13,No
2520,415,no,135.2,101,22.98,8.4,5,2.27,No
2521,408,yes,124.7,105,21.2,7.8,8,2.11,No
2522,415,no,215.9,76,36.7,12.1,4,3.27,No
2523,415,no,119.2,142,20.26,8.4,9,2.27,No
2524,510,no,144.3,116,24.53,7.8,10,2.11,No
2525,415,no,235.2,121,39.98,11.8,4,3.19,No
2526,510,no,174,57,29.58,9.7,2,2.62,No
2527,510,no,115,65,19.55,6.4,1,1.73,Yes
2528,408,no,151.7,93,25.79,13.1,8,3.54,No
2529,510,no,153.1,102,26.03,9.9,9,2.67,No
2530,415,no,218.6,93,37.16,9.2,5,2.48,No
2531,510,no,265.2,122,45.08,10.7,9,2.89,No
2532,415,no,143.3,134,24.36,10.1,4,2.73,No
2533,415,no,190.3,98,32.35,7.2,9,1.94,No
2534,415,no,184.7,60,31.4,12.3,6,3.32,Yes
2535,408,no,115.3,99,19.6,18,2,4.86,No
2536,408,no,113,108,19.21,9.2,5,2.48,Yes
2537,408,no,294.2,100,50.01,9,1,2.43,Yes
2538,415,no,215.6,86,36.65,6.4,8,1.73,No
2539,408,no,128.8,80,21.9,14,7,3.78,No
2540,415,yes,211.2,117,35.9,10.7,2,2.89,Yes
2541,415,yes,71.2,82,12.1,12.9,1,3.48,No
2542,408,no,94.9,121,16.13,14.2,2,3.83,No
2543,510,no,259.4,116,44.1,9.5,3,2.57,Yes
2544,408,yes,215.8,123,36.69,6.9,3,1.86,No
2545,415,no,97.5,113,16.58,13.2,4,3.56,No
2546,510,no,146.5,121,24.91,8.2,5,2.21,No
2547,408,no,157.9,72,26.84,12.2,5,3.29,No
2548,415,no,139.9,117,23.78,12.7,4,3.43,No
2549,408,yes,153.2,112,26.04,11.9,7,3.21,No
2550,408,no,103.5,134,17.6,8.4,4,2.27,No
2551,408,no,185.8,119,31.59,6.6,4,1.78,No
2552,415,no,129.5,56,22.02,10.9,3,2.94,No
2553,408,no,236.6,91,40.22,8.9,2,2.4,No
2554,408,no,260.4,107,44.27,10,2,2.7,No
2555,415,no,167.3,100,28.44,6.7,5,1.81,No
2556,408,no,182.2,101,30.97,9.3,4,2.51,No
2557,510,no,113,80,19.21,10.8,4,2.92,No
2558,415,no,185.7,133,31.57,16.9,6,4.56,No
2559,408,no,136.2,114,23.15,9.6,5,2.59,No
2560,510,yes,222.6,81,37.84,11.5,2,3.11,No
2561,415,no,197.3,67,33.54,9,6,2.43,No
2562,510,yes,141.4,130,24.04,7.7,6,2.08,No
2563,510,no,208,69,35.36,8,11,2.16,No
2564,415,no,118.5,92,20.15,12.1,4,3.27,No
2565,510,no,153.2,65,26.04,10.7,8,2.89,No
2566,510,no,108.3,87,18.41,13.5,2,3.65,No
2567,408,no,168.6,92,28.66,14.4,8,3.89,No
2568,415,no,247.2,116,42.02,9.3,2,2.51,Yes
2569,510,no,224.2,81,38.11,12,8,3.24,No
2570,415,no,166.9,98,28.37,12.8,4,3.46,No
2571,415,yes,118.4,100,20.13,8.5,6,2.3,No
2572,510,no,190.9,62,32.45,7.8,3,2.11,No
2573,415,no,317.8,60,54.03,10.4,7,2.81,Yes
2574,415,no,312,112,53.04,12.8,4,3.46,Yes
2575,415,no,146,121,24.82,13.3,2,3.59,No
2576,415,no,131.6,95,22.37,15.5,3,4.19,Yes
2577,415,yes,193.4,105,32.88,11.1,11,3,No
2578,510,no,185.1,92,31.47,8.5,5,2.3,No
2579,510,no,193.3,106,32.86,11.8,4,3.19,No
2580,415,no,146.4,107,24.89,7.8,2,2.11,No
2581,510,no,71.2,90,12.1,8.6,4,2.32,No
2582,415,no,123.2,104,20.94,12.9,5,3.48,Yes
2583,510,no,205,90,34.85,7.5,4,2.03,No
2584,415,no,128.7,78,21.88,12.8,6,3.46,No
2585,510,no,216.9,78,36.87,11.4,5,3.08,No
2586,510,no,150,122,25.5,9.8,1,2.65,No
2587,415,no,164.1,106,27.9,11.4,2,3.08,No
2588,510,no,212,113,36.04,8.9,7,2.4,No
2589,510,yes,167.3,99,28.44,12,9,3.24,No
2590,415,no,154.4,130,26.25,13.9,4,3.75,No
2591,510,yes,177.3,95,30.14,9.3,7,2.51,No
2592,408,no,231.2,141,39.3,8.8,5,2.38,Yes
2593,415,no,202.9,100,34.49,12.8,3,3.46,No
2594,408,no,149.6,120,25.43,14.3,9,3.86,No
2595,510,no,345.3,81,58.7,11.8,8,3.19,Yes
2596,408,no,264.9,80,45.03,8.4,4,2.27,Yes
2597,408,no,122,92,20.74,5.8,5,1.57,No
2598,415,no,177.2,88,30.12,14,2,3.78,No
2599,415,no,133.1,80,22.63,10.3,8,2.78,No
2600,510,no,225.1,90,38.27,8.8,4,2.38,Yes
2601,408,no,208.4,120,35.43,11.2,4,3.02,No
2602,408,yes,173.1,107,29.43,11.5,5,3.11,No
2603,510,no,162.4,131,27.61,11.4,2,3.08,Yes
2604,415,yes,281.2,93,47.8,6.4,5,1.73,No
2605,415,no,208.3,89,35.41,15.9,4,4.29,No
2606,415,yes,243.4,126,41.38,14.1,8,3.81,No
2607,415,no,224.2,89,38.11,16.1,3,4.35,Yes
2608,415,no,189.3,100,32.18,9.9,3,2.67,No
2609,408,yes,168.3,124,28.61,6.7,2,1.81,No
2610,415,yes,232.9,90,39.59,10.7,6,2.89,No
2611,415,yes,155,98,26.35,5.9,4,1.59,No
2612,510,no,154.4,130,26.25,11.8,3,3.19,No
2613,510,no,234.7,102,39.9,8.4,8,2.27,No
2614,415,no,240,88,40.8,7.1,9,1.92,No
2615,415,no,298.4,78,50.73,12.2,2,3.29,Yes
2616,415,no,166,102,28.22,10.9,4,2.94,No
2617,415,yes,111.6,140,18.97,16,3,4.32,No
2618,415,no,174.5,98,29.67,10.7,2,2.89,No
2619,510,yes,175.5,137,29.84,6.9,5,1.86,No
2620,408,yes,157.5,109,26.78,11.1,2,3,Yes
2621,415,no,206.2,113,35.05,11,7,2.97,No
2622,415,yes,207.5,138,35.28,7.5,16,2.03,No
2623,510,yes,144.8,105,24.62,11.6,2,3.13,No
2624,415,no,258.8,85,44,10.9,7,2.94,No
2625,415,no,226.9,106,38.57,11.6,2,3.13,Yes
2626,408,no,152.9,119,25.99,12,5,3.24,No
2627,408,yes,156.7,51,26.64,12.6,6,3.4,No
2628,408,no,150.8,85,25.64,12.5,1,3.38,No
2629,415,no,221,126,37.57,6.8,3,1.84,No
2630,415,yes,322.4,92,54.81,6.7,3,1.81,Yes
2631,408,no,153.6,148,26.11,9.8,3,2.65,No
2632,408,yes,215.1,91,36.57,12.4,2,3.35,No
2633,415,yes,174.4,108,29.65,11.8,3,3.19,No
2634,415,no,180.5,126,30.69,10.6,3,2.86,No
2635,415,no,123.1,106,20.93,12.6,7,3.4,No
2636,510,no,165.7,94,28.17,10,4,2.7,No
2637,408,no,200.2,92,34.03,6,6,1.62,No
2638,510,no,154.8,82,26.32,5.9,9,1.59,No
2639,510,no,125.4,116,21.32,11.4,9,3.08,No
2640,415,yes,184.2,111,31.31,12.2,4,3.29,No
2641,415,yes,274.7,99,46.7,10.8,3,2.92,No
2642,415,yes,142,140,24.14,11.3,5,3.05,No
2643,408,yes,151.5,99,25.76,10,4,2.7,No
2644,415,no,124.8,114,21.22,10.6,7,2.86,No
2645,415,no,179.2,85,30.46,12.4,2,3.35,No
2646,408,no,246.4,110,41.89,12.1,2,3.27,Yes
2647,415,no,232.7,114,39.56,11.5,6,3.11,No
2648,408,no,288,120,48.96,13.4,4,3.62,Yes
2649,415,yes,170.8,145,29.04,12.7,1,3.43,No
2650,415,no,216.1,114,36.74,9.8,3,2.65,No
2651,415,no,138.7,100,23.58,4.9,4,1.32,No
2652,510,no,210.7,112,35.82,9.2,5,2.48,No
2653,415,no,181.8,117,30.91,9.7,9,2.62,No
2654,408,yes,61.6,103,10.47,12.4,5,3.35,No
2655,510,no,207.7,85,35.31,6.8,3,1.84,No
2656,510,no,219.2,73,37.26,10,5,2.7,No
2657,415,no,227,122,38.59,8.9,1,2.4,No
2658,415,no,245.9,73,41.8,8.9,5,2.4,No
2659,415,no,257.3,84,43.74,13.5,7,3.65,No
2660,415,no,121.1,130,20.59,16.1,5,4.35,No
2661,415,no,301.5,136,51.26,13.4,2,3.62,Yes
2662,415,no,233.9,96,39.76,9.5,3,2.57,No
2663,415,no,99.6,108,16.93,13.7,6,3.7,Yes
2664,510,no,169.8,123,28.87,12.7,7,3.43,No
2665,415,yes,198.8,115,33.8,14.4,3,3.89,Yes
2666,408,no,116.2,86,19.75,10.1,3,2.73,No
2667,510,no,255.9,128,43.5,12.1,2,3.27,Yes
2668,408,yes,187.7,84,31.91,10,4,2.7,No
2669,408,yes,195.9,91,33.3,8.6,4,2.32,No
2670,415,no,129.4,97,22,1.1,2,0.3,No
2671,510,yes,221,108,37.57,9,6,2.43,No
2672,408,no,140.5,92,23.89,9.5,5,2.57,No
2673,415,no,277.9,123,47.24,9.2,10,2.48,Yes
2674,415,no,224.9,105,38.23,6.7,5,1.81,Yes
2675,415,no,109.1,117,18.55,12.8,6,3.46,No
2676,415,no,207.8,109,35.33,5.7,9,1.54,No
2677,510,no,205.9,96,35,12.1,8,3.27,No
2678,415,no,308.6,139,52.46,7.3,3,1.97,Yes
2679,510,no,242.6,69,41.24,14.4,6,3.89,No
2680,408,no,229.6,82,39.03,3.3,3,0.89,No
2681,510,yes,166,62,28.22,7.7,3,2.08,No
2682,415,no,144.8,126,24.62,13.3,9,3.59,Yes
2683,510,no,106.1,77,18.04,12.9,3,3.48,No
2684,415,no,221.8,84,37.71,13.2,4,3.56,No
2685,415,no,204.6,98,34.78,9.8,7,2.65,No
2686,510,no,213.5,93,36.3,14.1,3,3.81,No
2687,415,yes,152,95,25.84,10,1,2.7,No
2688,415,yes,260.8,81,44.34,17,6,4.59,Yes
2689,408,no,166.4,117,28.29,10,2,2.7,No
2690,415,no,177.9,83,30.24,15.2,8,4.1,No
2691,415,no,235.1,97,39.97,7,7,1.89,No
2692,415,no,186.8,92,31.76,9.7,4,2.62,No
2693,408,no,268.4,81,45.63,11.6,4,3.13,No
2694,510,no,192.1,95,32.66,7.3,3,1.97,No
2695,415,no,240.7,82,40.92,10.1,3,2.73,Yes
2696,408,no,179.9,113,30.58,9.8,7,2.65,No
2697,415,no,314.1,86,53.4,12.3,5,3.32,Yes
2698,415,yes,162,82,27.54,11.9,5,3.21,No
2699,415,no,175.8,89,29.89,12.4,4,3.35,No
2700,510,no,109.4,91,18.6,11.6,5,3.13,No
2701,510,no,255.1,124,43.37,8.5,5,2.3,Yes
2702,415,no,208.7,84,35.48,8.3,3,2.24,No
2703,510,yes,214.6,108,36.48,7.9,5,2.13,No
2704,408,no,49.2,121,8.36,12.1,13,3.27,No
2705,510,no,141.3,133,24.02,11.2,3,3.02,No
2706,415,no,253.2,89,43.04,9.7,7,2.62,No
2707,415,no,206,128,35.02,13.2,3,3.56,No
2708,408,no,40.4,105,6.87,9,2,2.43,No
2709,408,no,291.2,104,49.5,8.9,3,2.4,Yes
2710,415,yes,71.2,58,12.1,11.7,3,3.16,No
2711,510,no,261.8,69,44.51,14.7,4,3.97,Yes
2712,510,no,191.3,134,32.52,10,3,2.7,No
2713,415,no,133.3,101,22.66,11.6,2,3.13,No
2714,408,yes,183.6,138,31.21,6,3,1.62,No
2715,415,yes,155.2,116,26.38,15.4,6,4.16,No
2716,408,yes,283.1,93,48.13,6.1,8,1.65,No
2717,510,yes,186.5,94,31.71,12.1,4,3.27,No
2718,415,yes,163.3,104,27.76,4.3,6,1.16,No
2719,510,no,203.4,125,34.58,13.8,2,3.73,No
2720,415,yes,178.1,110,30.28,10,6,2.7,No
2721,415,no,195.9,103,33.3,10.3,3,2.78,No
2722,415,no,295.3,127,50.2,9.6,6,2.59,No
2723,408,no,136.1,82,23.14,10.1,5,2.73,No
2724,415,yes,114.1,95,19.4,13,9,3.51,No
2725,415,no,279.1,124,47.45,9.5,11,2.57,Yes
2726,408,no,169.3,111,28.78,12,3,3.24,No
2727,510,no,214.4,94,36.45,9.9,1,2.67,No
2728,415,no,255.8,125,43.49,11.7,3,3.16,No
2729,408,no,148.2,71,25.19,6.2,3,1.67,No
2730,415,no,119.3,93,20.28,8.7,4,2.35,No
2731,408,yes,192.3,137,32.69,14.8,8,4,No
2732,510,no,245.2,91,41.68,13.9,6,3.75,Yes
2733,408,no,216.2,106,36.75,16.9,2,4.56,Yes
2734,408,no,172.4,114,29.31,0,0,0,No
2735,510,yes,175.3,107,29.8,11.1,3,3,No
2736,415,yes,169,104,28.73,13.3,3,3.59,Yes
2737,510,yes,2.6,113,0.44,9.2,5,2.48,No
2738,415,no,184.1,143,31.3,9.9,2,2.67,No
2739,415,no,181.9,90,30.92,7.5,3,2.03,No
2740,510,yes,160.1,116,27.22,10.8,9,2.92,No
2741,510,no,189.8,122,32.27,10.3,1,2.78,No
2742,415,no,223.2,142,37.94,12.4,2,3.35,No
2743,408,yes,216,94,36.72,10.7,1,2.89,No
2744,415,no,198.5,124,33.75,8,7,2.16,No
2745,408,no,159.5,115,27.12,7.1,7,1.92,No
2746,408,yes,105,78,17.85,10.2,2,2.75,Yes
2747,415,no,204.5,108,34.77,13.4,1,3.62,No
2748,408,no,274,92,46.58,6.2,1,1.67,Yes
2749,510,no,158.7,84,26.98,7.7,10,2.08,No
2750,415,no,229.9,116,39.08,14.2,6,3.83,No
2751,510,no,137.8,97,23.43,8.7,6,2.35,No
2752,415,no,179.4,94,30.5,7.9,4,2.13,No
2753,408,yes,139.3,101,23.68,8.1,1,2.19,No
2754,415,no,7.8,86,1.33,12.9,2,3.48,No
2755,415,yes,183.1,88,31.13,11.3,7,3.05,No
2756,415,no,206.9,79,35.17,10.7,3,2.89,No
2757,415,no,140,106,23.8,12.5,1,3.38,No
2758,415,no,179.2,59,30.46,5.8,7,1.57,No
2759,408,no,177.4,136,30.16,12,3,3.24,No
2760,408,no,115.6,129,19.65,12.6,9,3.4,No
2761,408,no,237.3,103,40.34,14.2,4,3.83,Yes
2762,415,no,181.5,116,30.86,10.5,7,2.84,No
2763,408,no,51.5,90,8.76,9.5,4,2.57,No
2764,408,yes,155.7,104,26.47,8.2,2,2.21,No
2765,510,yes,245,88,41.65,14.9,3,4.02,No
2766,415,no,131.7,99,22.39,10.7,3,2.89,No
2767,415,no,111.1,126,18.89,10.5,6,2.84,No
2768,510,yes,88.5,100,15.05,8.2,4,2.21,No
2769,408,yes,116,85,19.72,12,2,3.24,No
2770,510,no,155.5,81,26.44,9.1,2,2.46,No
2771,408,yes,106.5,65,18.11,5.7,3,1.54,No
2772,510,yes,175.2,68,29.78,13.2,6,3.56,No
2773,408,no,154.7,84,26.3,5.9,2,1.59,Yes
2774,510,yes,247.2,105,42.02,6.1,5,1.65,Yes
2775,415,yes,218.4,93,37.13,13.2,3,3.56,Yes
2776,415,yes,227.5,81,38.68,9,13,2.43,No
2777,408,yes,185,117,31.45,7.4,7,2,No
2778,408,no,186.8,89,31.76,12.3,6,3.32,No
2779,415,no,158.8,119,27,10.3,3,2.78,No
2780,415,no,208.7,150,35.48,8.5,4,2.3,No
2781,408,no,185.9,95,31.6,11.3,4,3.05,No
2782,415,no,222.5,74,37.83,9,3,2.43,No
2783,415,no,201.1,101,34.19,11.6,3,3.13,No
2784,415,yes,167.9,114,28.54,9.1,2,2.46,No
2785,408,no,239.1,88,40.65,10.9,3,2.94,Yes
2786,510,no,175.7,109,29.87,9.2,3,2.48,Yes
2787,415,yes,111.2,90,18.9,9,6,2.43,Yes
2788,415,no,87.7,74,14.91,10.8,6,2.92,No
2789,415,no,244.1,99,41.5,7.2,2,1.94,No
2790,415,yes,165,89,28.05,7.7,4,2.08,No
2791,408,yes,127.4,110,21.66,9.1,3,2.46,No
2792,415,no,194.8,106,33.12,5.5,3,1.49,No
2793,415,no,54.7,131,9.3,11.1,4,3,No
2794,510,yes,283.4,104,48.18,14.4,7,3.89,No
2795,408,no,258,112,43.86,10.9,3,2.94,Yes
2796,510,no,90.5,142,15.39,9.3,2,2.51,No
2797,415,no,235.6,132,40.05,16.2,2,4.37,No
2798,408,no,142.5,82,24.23,10,4,2.7,No
2799,408,no,54,68,9.18,10.2,8,2.75,No
2800,415,no,214.8,87,36.52,9.4,3,2.54,No
2801,510,no,251.4,118,42.74,11,2,2.97,Yes
2802,408,no,139,99,23.63,6.1,3,1.65,No
2803,415,no,117.3,114,19.94,14.4,2,3.89,No
2804,415,no,264,108,44.88,10.6,8,2.86,No
2805,408,no,82.6,105,14.04,9.1,4,2.46,No
2806,415,yes,175.8,126,29.89,11.4,5,3.08,No
2807,408,no,220.4,100,37.47,13.6,8,3.67,No
2808,408,no,217,104,36.89,11.8,4,3.19,No
2809,415,yes,129,77,21.93,11.6,5,3.13,No
2810,408,no,150.5,106,25.59,3.5,3,0.95,No
2811,415,yes,193.3,66,32.86,11.1,4,3,No
2812,415,no,189.5,122,32.22,10.8,5,2.92,No
2813,415,yes,137.8,95,23.43,11,6,2.97,No
2814,510,no,129.3,80,21.98,12.3,4,3.32,No
2815,510,no,115.6,77,19.65,10.7,6,2.89,No
2816,415,yes,221.9,114,37.72,7.2,5,1.94,No
2817,415,no,263.7,113,44.83,18.3,6,4.94,Yes
2818,408,no,61.3,91,10.42,11.4,9,3.08,No
2819,408,no,183.8,113,31.25,10.1,4,2.73,No
2820,415,no,167.4,68,28.46,10.3,3,2.78,Yes
2821,510,yes,154.1,122,26.2,13.2,2,3.56,No
2822,408,no,252,101,42.84,5.7,5,1.54,No
2823,408,no,163.1,94,27.73,11.2,3,3.02,No
2824,415,no,198.3,80,33.71,16.6,4,4.48,No
2825,415,no,324.7,48,55.2,13.1,5,3.54,Yes
2826,510,no,128.3,78,21.81,14.3,9,3.86,No
2827,510,no,187.9,110,31.94,10.2,11,2.75,No
2828,510,no,129.2,71,21.96,10.3,4,2.78,Yes
2829,415,no,125.5,106,21.34,6.3,6,1.7,Yes
2830,510,yes,257.2,108,43.72,12.6,4,3.4,No
2831,415,no,124.6,90,21.18,10.5,6,2.84,No
2832,408,no,175.1,144,29.77,9.9,3,2.67,No
2833,415,no,124.3,91,21.13,7.5,5,2.03,No
2834,415,no,271.6,130,46.17,11.6,9,3.13,No
2835,510,no,219.9,80,37.38,11.7,7,3.16,No
2836,415,yes,183.3,115,31.16,10.4,15,2.81,No
2837,408,no,101.1,119,17.19,10.3,5,2.78,No
2838,408,no,203.3,70,34.56,14.3,3,3.86,No
2839,415,yes,175.4,88,29.82,10.5,3,2.84,No
2840,415,no,266,97,45.22,14.2,2,3.83,Yes
2841,415,yes,171.6,110,29.17,10.8,7,2.92,No
2842,510,no,78.7,98,13.38,14,8,3.78,No
2843,510,yes,211.9,110,36.02,9.4,2,2.54,No
2844,415,no,63.7,101,10.83,10,6,2.7,No
2845,415,no,173.4,100,29.48,11.5,4,3.11,No
2846,415,no,237.7,98,40.41,4.5,4,1.22,No
2847,415,no,225.9,123,38.4,10.1,4,2.73,No
2848,415,yes,173,101,29.41,12.2,4,3.29,No
2849,415,no,224.9,102,38.23,8,2,2.16,No
2850,510,no,237.7,122,40.41,7.7,4,2.08,No
2851,415,no,137,128,23.29,10,5,2.7,No
2852,510,no,142.5,109,24.23,8.2,3,2.21,No
2853,408,no,142.4,126,24.21,4.6,4,1.24,No
2854,415,yes,147,112,24.99,8.7,3,2.35,No
2855,510,no,220.3,124,37.45,10.6,4,2.86,No
2856,415,no,149.2,96,25.36,8.1,2,2.19,No
2857,415,no,204.4,88,34.75,10,4,2.7,No
2858,408,no,216.8,77,36.86,5.6,2,1.51,No
2859,510,yes,308,123,52.36,7.4,3,2,No
2860,415,no,58,125,9.86,11.5,3,3.11,No
2861,415,no,173.2,80,29.44,11.8,6,3.19,No
2862,415,yes,210.3,90,35.75,13.1,3,3.54,No
2863,408,yes,58.9,125,10.01,12.1,6,3.27,No
2864,415,no,236.8,102,40.26,9.7,3,2.62,No
2865,415,no,228.9,102,38.91,12.5,2,3.38,No
2866,408,yes,90,87,15.3,8.6,6,2.32,Yes
2867,408,no,146.7,128,24.94,11.1,4,3,No
2868,408,no,237.3,83,40.34,11.2,6,3.02,No
2869,415,no,162.8,118,27.68,13.6,3,3.67,Yes
2870,415,yes,186.9,114,31.77,8.9,2,2.4,No
2871,415,no,86.1,100,14.64,9.1,9,2.46,No
2872,408,no,212.3,89,36.09,11.3,2,3.05,No
2873,415,no,151,98,25.67,9.2,2,2.48,No
2874,408,no,158.6,67,26.96,6.9,5,1.86,No
2875,510,no,296,93,50.32,12.3,10,3.32,Yes
2876,510,yes,212.3,77,36.09,6.6,2,1.78,No
2877,415,no,234.4,61,39.85,10.4,6,2.81,No
2878,510,no,176.8,92,30.06,6.5,3,1.76,No
2879,415,yes,157.3,123,26.74,9.6,6,2.59,No
2880,415,yes,146.6,68,24.92,10,2,2.7,No
2881,415,no,260.5,108,44.29,9.8,5,2.65,No
2882,415,yes,146.1,98,24.84,6.2,3,1.67,No
2883,408,no,124.5,134,21.17,11.4,2,3.08,Yes
2884,415,no,209.4,49,35.6,9.8,11,2.65,No
2885,415,no,285.7,44,48.57,8.7,4,2.35,Yes
2886,415,no,190.9,44,32.45,8.4,2,2.27,No
2887,408,no,144.4,88,24.55,9.9,3,2.67,No
2888,415,yes,208.8,130,35.5,11.1,4,3,No
2889,415,yes,77.6,141,13.19,10.9,2,2.94,No
2890,415,no,271.1,101,46.09,8.4,6,2.27,Yes
2891,415,no,240.8,104,40.94,11.6,1,3.13,No
2892,510,no,114.8,98,19.52,12.2,5,3.29,No
2893,415,yes,138.8,80,23.6,11.8,7,3.19,No
2894,408,yes,209.8,112,35.67,7.2,6,1.94,No
2895,408,no,134.9,98,22.93,14.7,2,3.97,No
2896,415,no,164,99,27.88,6.4,4,1.73,No
2897,415,no,245.5,130,41.74,9.1,4,2.46,No
2898,408,yes,80.3,94,13.65,16.6,3,4.48,No
2899,408,no,90.7,90,15.42,5.6,5,1.51,No
2900,408,yes,190.3,115,32.35,3.8,4,1.03,No
2901,408,no,108.6,108,18.46,7.9,5,2.13,Yes
2902,408,yes,89.8,88,15.27,9.3,7,2.51,Yes
2903,415,yes,252.4,106,42.91,10,3,2.7,No
2904,415,yes,183.4,94,31.18,6.7,4,1.81,No
2905,408,no,183.4,103,31.18,10.4,9,2.81,No
2906,408,no,155.2,100,26.38,3.8,9,1.03,No
2907,415,yes,165.8,122,28.19,0,0,0,No
2908,510,no,209.4,67,35.6,12.8,1,3.46,No
2909,415,no,279.3,104,47.48,7.9,2,2.13,Yes
2910,415,no,174.1,102,29.6,7.7,2,2.08,No
